Compound_id,pChEMBL Value,smiles
CHEMBL3716279,6.89,CC(C)(Nc1ccc(Cl)c(C(=O)NC2CC2)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1
CHEMBL3716298,6.59,O=C(CNc1ccc(Cl)c(O)c1)Nc1nc2ccc3[nH]ncc3c2s1
CHEMBL3716347,6.82,CC(Nc1cccc(O)c1)C(=O)Nc1nc2ccc3[nH]ncc3c2s1
CHEMBL3716385,6.38,CC(=O)Nc1cc(NC(C)(C)C(=O)Nc2nc3c(C(F)(F)F)cc4[nH]ncc4c3s2)ccc1Cl
CHEMBL3716391,6.35,CC(C)(Nc1cccc(C(=O)NCCCC(=O)O)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1
CHEMBL3716523,6.62,CC(C)(Nc1ccc(Cl)c(C(=O)NCCC(=O)O)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1
CHEMBL3716783,7.41,CC(C)(Nc1cccc(C(=O)NCCC(N)=O)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1
CHEMBL3716786,8.74,CC(C)(Nc1ccc(Cl)c(C(=O)NCC(N)=O)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1
CHEMBL3716850,6.42,CC(=O)Nc1cc(NC(C)(C)C(=O)Nc2nc3c(C(F)(F)F)cc4[nH]ncc4c3s2)ccc1F
CHEMBL3716892,6.69,CC(C)(Nc1ccc(Cl)c(NS(C)(=O)=O)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1
CHEMBL3717041,7.14,CNC(=O)c1cc(NC(C)(C)C(=O)Nc2nc3c(C(F)(F)F)cc4[nH]ncc4c3s2)ccc1Cl
CHEMBL3717203,6.35,CC(C)(Nc1ccc(Cl)c(C(=O)O)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1
CHEMBL3717691,7.7,CC(C)(Nc1cccc(S(N)(=O)=O)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1
CHEMBL3717935,6.59,CC(C)(Nc1ccc(Cl)c(C(=O)NCC(=O)O)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1
CHEMBL3717989,6.84,CNC(=O)c1cc(NC2(C(=O)Nc3nc4ccc5[nH]ncc5c4s3)CC2)ccc1Cl
CHEMBL3717995,6.85,CC(C)(Nc1ccc(Cl)c(OCC(O)CO)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1
CHEMBL3718389,7.41,CNC(=O)c1cc(NC(C)(C)C(=O)Nc2nc3c(C(F)(F)F)cc4[nH]ncc4c3s2)ccc1F
CHEMBL3718465,6.31,O=C(Nc1nc2ccc3[nH]ncc3c2s1)C1(Nc2ccc(Cl)cc2)CCCCC1
CHEMBL3718495,6.94,CC(C)(Nc1cccc(O)c1)C(=O)Nc1nc2ccc3[nH]ncc3c2s1
CHEMBL3718984,6.45,O=C(Nc1nc2ccc3[nH]ncc3c2s1)C1(Nc2ccc(Cl)cc2)CC1
CHEMBL3719041,7.08,CC(C)(Nc1ccc(Cl)c(C(N)=O)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1
CHEMBL3719043,6.44,CNC(=O)Nc1cc(NC(C)(C)C(=O)Nc2nc3c(C(F)(F)F)cc4[nH]ncc4c3s2)ccc1Cl
CHEMBL3719096,7.14,CCNC(=O)c1cc(NC(C)(C)C(=O)Nc2nc3c(C(F)(F)F)cc4[nH]ncc4c3s2)ccc1Cl
CHEMBL3719241,6.98,CC(C)(Nc1ccc(Cl)c(O)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1
CHEMBL3719311,7.28,CC(C)(Nc1ccc(F)c(C(N)=O)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1
CHEMBL3745885,,Cn1c(=O)c(S(=O)(=O)c2ccc(F)cc2F)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21
CHEMBL3763161,4.94,c1cnc2[nH]c(-c3cnnn3CCCc3c[nH]c4ncccc34)cc2c1
CHEMBL378190,,CC(C)NC(=N)c1nc2ccc3ncn(C(C)C)c(=O)c3c2s1
CHEMBL3808469,4.35,Cc1nn(-c2ccccc2)c2nc(CCl)n(C)c(=O)c12
CHEMBL3808480,,CCOC(=O)Cn1c(CCl)nc2c(c(C)nn2-c2ccccc2)c1=O
CHEMBL3808505,,CCOCc1nc2c(c(C)nn2-c2ccccc2)c(=O)n1CC#N
CHEMBL3808531,,Cc1nn(-c2ccccc2)c2nc(CCl)n(CC#N)c(=O)c12
CHEMBL3808590,,COCc1nc2c(c(C)nn2-c2ccccc2)c(=O)n1CC#N
CHEMBL3808727,4.77,Cc1nn(-c2ccccc2)c2nc(CNc3ccc(O)cc3)[nH]c(=O)c12
CHEMBL3808770,,Cc1nn(-c2ccccc2)c2nc(CN3CCCCC3)[nH]c(=O)c12
CHEMBL3808845,,CCOC(=O)Cn1c(COC)nc2c(c(C)nn2-c2ccccc2)c1=O
CHEMBL3808883,4.48,Cc1nn(-c2ccccc2)c2nc(CNc3ccc(O)cc3)n(C)c(=O)c12
CHEMBL3808991,,Cc1nn(-c2ccccc2)c2nc(CNc3ccccc3)n(C)c(=O)c12
CHEMBL3809087,,Cc1nn(-c2ccccc2)c2nc(CNc3ccccc3)n(CC#N)c(=O)c12
CHEMBL3809128,,COCc1nc2c(c(C)nn2-c2ccccc2)c(=O)n1C
CHEMBL3809223,5.06,Cc1nn(-c2ccccc2)c2nc(CNc3ccc(O)cc3)n(CC#N)c(=O)c12
CHEMBL3809431,,CCOCc1nc2c(c(C)nn2-c2ccccc2)c(=O)[nH]1
CHEMBL3809582,4.68,Cc1nn(-c2ccccc2)c2nc(CNc3ccccc3)[nH]c(=O)c12
CHEMBL3809625,,CCN(CC)Cc1nc2c(c(C)nn2-c2ccccc2)c(=O)[nH]1
CHEMBL3809669,,Cc1nn(-c2ccccc2)c2nc(CNc3ccc(C(=O)O)cc3)[nH]c(=O)c12
CHEMBL3809680,,COCc1nc2c(c(C)nn2-c2ccccc2)c(=O)n1Cc1ccccc1
CHEMBL3809772,,Cc1nn(-c2ccccc2)c2nc(CCl)n(Cc3ccccc3)c(=O)c12
CHEMBL3809900,,Cc1ccc(NCc2nc3c(c(C)nn3-c3ccccc3)c(=O)[nH]2)cc1
CHEMBL3809950,,Cc1nn(-c2ccccc2)c2nc(CN3CCOCC3)[nH]c(=O)c12
CHEMBL3810117,,CCOCc1nc2c(c(C)nn2-c2ccccc2)c(=O)n1C
CHEMBL3810259,,CCOCc1nc2c(c(C)nn2-c2ccccc2)c(=O)n1CC(=O)OCC
CHEMBL3810338,,CCOCc1nc2c(c(C)nn2-c2ccccc2)c(=O)n1Cc1ccccc1
CHEMBL3810367,,CCCOCc1nc2c(c(C)nn2-c2ccccc2)c(=O)[nH]1
CHEMBL3810382,,COCc1nc2c(c(C)nn2-c2ccccc2)c(=O)[nH]1
CHEMBL388978,8.48,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
CHEMBL388978,8.89,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
CHEMBL388978,8.8,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
CHEMBL3897452,9,CCNCc1cncc(-c2cccc3[nH]nc(-c4nc5c(F)cc(F)cc5[nH]4)c23)c1C
CHEMBL3905910,7.6,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4Cl)oc23)[C@@H]1CO
CHEMBL3919811,5.75,CN(C)CCOc1ccc(Nc2cc(-n3cnc4ccccc43)ncn2)nc1
CHEMBL3925525,8.15,C[C@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=N)(=O)C3CC3)cc2)ncc1C(F)(F)F
CHEMBL3961341,6.04,COc1cc(F)ccc1-c1ccnc(NC(=O)[C@@H]2CC[C@H](NC(C)=O)C2)c1
CHEMBL3969723,7.1,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H]1CO
CHEMBL402453,4.77,CCC(C)COc1nc(N)nc2[nH]cnc12
CHEMBL402453,4.77,CCC(C)COc1nc(N)nc2[nH]cnc12
CHEMBL405197,4.72,CCC(COc1nc(N)nc2[nH]cnc12)(OC)OC
CHEMBL405197,4.72,CCC(COc1nc(N)nc2[nH]cnc12)(OC)OC
CHEMBL405259,4.72,Nc1nc(OCC2=CCCC2)c2nc[nH]c2n1
CHEMBL405259,4.72,Nc1nc(OCC2=CCCC2)c2nc[nH]c2n1
CHEMBL405533,4.44,CCOC(C)(COc1nc(N)nc2[nH]cnc12)OCC
CHEMBL4062554,5.57,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3cc[nH]c3n2)cc1
CHEMBL4064123,,CC(C)n1cnc2c(Nc3cc(N)cc(Cl)c3)nc(N[C@H]3CCCNC3)nc21
CHEMBL406495,4.43,CCCCCOc1nc(N)nc2[nH]cnc12
CHEMBL406495,4.43,CCCCCOc1nc(N)nc2[nH]cnc12
CHEMBL4065365,,COc1ccc2c(c1)/C(=C1/Nc3ccccc3/C1=N\OCC(O)CO)C(=O)N2
CHEMBL4066861,6.17,CC(C)n1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21
CHEMBL4067013,,CC(=O)Nc1cc(Cl)cc(Nc2nc(N[C@H]3CCCC[C@H]3N)nc3c2ncn3C(C)C)c1
CHEMBL407018,,CCOC(=O)c1cc2ccc3c4ccccc4[nH]c3c2[nH]1
CHEMBL4070391,4.07,NS(=O)(=O)c1ccc(Nc2nc(-c3cccc(-c4ccccc4)c3)c3nc[nH]c3n2)cc1
CHEMBL407095,,O=C1NC(=O)c2ccc(Br)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL4073211,4.8,NS(=O)(=O)c1ccc(Nc2ncc3nc[nH]c3n2)cc1
CHEMBL4073318,,CC(C)n1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCCC[C@H]3N)nc21
CHEMBL407486,,CCOC(=O)c1cc2ccc3c4ccc(Cl)cc4[nH]c3c2[nH]1
CHEMBL407487,,CCOC(=O)c1cc2ccc3c4cc(Cl)ccc4[nH]c3c2[nH]1
CHEMBL407874,4.62,Nc1nc(OCc2ccccc2)c2nc[nH]c2n1
CHEMBL407874,4.62,Nc1nc(OCc2ccccc2)c2nc[nH]c2n1
CHEMBL407876,4.5,C=C(C)COc1nc(N)nc2[nH]cnc12
CHEMBL407876,4.5,C=C(C)COc1nc(N)nc2[nH]cnc12
CHEMBL407877,4.96,C=C(COc1nc(N)nc2[nH]cnc12)C(C)C
CHEMBL407877,4.96,C=C(COc1nc(N)nc2[nH]cnc12)C(C)C
CHEMBL4078898,6.01,CC(C)n1cnc2c(Nc3cc(N)cc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21
CHEMBL4078898,6.27,CC(C)n1cnc2c(Nc3cc(N)cc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21
CHEMBL4080283,,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCCC[C@@H]3N)nc21
CHEMBL4081756,7.62,Cc1cccc(C(=O)N[C@H]2C[C@@H](n3cnc4c(NCc5cccc(Br)c5)ncnc43)C2)n1
CHEMBL4082309,,CC(C)n1cnc2c(Nc3cc(N)cc(Cl)c3)nc(N[C@H]3CCCC[C@@H]3N)nc21
CHEMBL4084116,,CC(C)n1cnc2c(Nc3cc(N)cc(Cl)c3)nc(N[C@@H]3CCNC3)nc21
CHEMBL4085238,5.8,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3cn[nH]c3n2)cc1
CHEMBL4085289,5.25,COc1ccc2c(c1)/C(=C1\Nc3ccccc3\C1=N/OCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)N2
CHEMBL408543,,CCOC(=O)c1cc2ccc3c4cc(OC)ccc4[nH]c3c2[nH]1
CHEMBL4086832,6.03,C#CCOc1nc(Nc2ccc(S(N)(=O)=O)cc2)nc2[nH]cnc12
CHEMBL4088144,,CC(C)n1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCCC[C@@H]3N)nc21
CHEMBL4091876,,CC(C)n1cnc2c(Nc3cc(N)cc(Cl)c3)nc(N[C@@H]3CCCNC3)nc21
CHEMBL4092981,6.12,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nn[nH]c3n2)cc1
CHEMBL4094205,4.96,NS(=O)(=O)c1ccc(Nc2cc(OCC3CCCCC3)c3nc[nH]c3n2)cc1
CHEMBL4094492,,CC(=O)Nc1cc(Cl)cc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)nc3c2ncn3C(C)C)c1
CHEMBL4094492,,CC(=O)Nc1cc(Cl)cc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)nc3c2ncn3C(C)C)c1
CHEMBL409450,6.5,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O
CHEMBL409861,,O=C1NC(=O)c2ccc(Nc3ccccc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL4100324,,CC(C)n1cnc2c(Nc3cc(N)cc(Cl)c3)nc(N[C@@H]3CCCC[C@H]3N)nc21
CHEMBL4100748,,Cc1ccc2c(c1)/C(=C1/Nc3ccccc3/C1=N\OCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)N2
CHEMBL4100916,,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\OCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
CHEMBL4102101,,CC(C)n1cnc2c(Nc3cc(N)cc(Cl)c3)nc(N[C@H]3CCNC3)nc21
CHEMBL4103221,7.64,Cc1cccc(C(=O)N[C@H]2C[C@@H](n3cnc4c(NCc5cccc(Cl)c5)ncnc43)C2)n1
CHEMBL4103249,7.01,CCC(C)Oc1nc(Nc2ccc(S(N)(=O)=O)cc2)nc2[nH]cnc12
CHEMBL4104505,,CC(C)n1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@H]3N)nc21
CHEMBL4104657,,CC(C)n1cnc2c(Nc3cc(N)cc(Cl)c3)nc(N[C@H]3CCCC[C@H]3N)nc21
CHEMBL4105278,6.14,NS(=O)(=O)c1ccc(Nc2nc(-c3ccccc3)c3nc[nH]c3n2)cc1
CHEMBL411662,6.19,O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1c2c2cc(O)ccc2n1CCCO
CHEMBL420860,4.44,CCOC.CCOC(C)COc1[nH]c(N)nc2ncnc1-2
CHEMBL428690,7.52,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1
CHEMBL428690,7.52,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1
CHEMBL428690,6.7,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1
CHEMBL428690,7.52,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1
CHEMBL428690,6.48,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1
CHEMBL428690,7.57,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1
CHEMBL429409,4.96,Nc1nc(OCC2=CCCCC2)c2nc[nH]c2n1
CHEMBL429409,4.96,Nc1nc(OCC2=CCCCC2)c2nc[nH]c2n1
CHEMBL429744,4.41,CC(C)C1(COc2nc(N)nc3[nH]cnc23)OCCO1
CHEMBL429744,4.41,CC(C)C1(COc2nc(N)nc3[nH]cnc23)OCCO1
CHEMBL430574,5.16,O=C1Cc2c([nH]c3ccccc23)-c2ccccc2N1
CHEMBL431579,4.24,Nc1nc(N)c(N=O)c(OC[C@@H]2NCCC2=O)n1
CHEMBL44,,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
CHEMBL444169,5.42,COc1ccc(-c2c[nH]c3c2-n2cccc2/C3=N/O)cc1O
CHEMBL445125,6.3,CCC(O)C#Cc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1
CHEMBL445813,6.72,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
CHEMBL445813,,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
CHEMBL446625,4.23,Nc1nc(OCCc2ccccc2)c2nc[nH]c2n1
CHEMBL446625,4.23,Nc1nc(OCCc2ccccc2)c2nc[nH]c2n1
CHEMBL447758,,O=C1NC(=O)c2ccccc2/C1=C/NCc1cccc(O)c1
CHEMBL449818,,O=C1NC(=O)c2ccc(Br)cc2/C1=C/NCc1cc[nH]c(=O)c1
CHEMBL450358,,COc1cc(O)c(C(=O)/C=C/c2ccccc2)cc1CN(C)C
CHEMBL450383,4.44,O=C1NC(=O)c2ccccc2/C1=C/NCc1ccc(O)c(O)c1
CHEMBL451298,,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccccn2)c(O)c1
CHEMBL452447,,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2cccnc2)c(O)c1
CHEMBL452602,6.92,C[C@@H]1CNC[C@H](C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)C1
CHEMBL453128,5.62,CCCCOC(=N)c1nc2ccc3ncn(C(C)C)c(=O)c3c2s1
CHEMBL453129,6.82,CC(C)n1cnc2ccc3nc(C(=N)OCc4ccccc4)sc3c2c1=O
CHEMBL453130,5.37,CCn1cnc2ccc3nc(C(=N)OC(C)C)sc3c2c1=O
CHEMBL453131,5.85,CCCCOC(=N)c1nc2ccc3ncn(CC)c(=O)c3c2s1
CHEMBL453132,5.89,CCn1cnc2ccc3nc(C(=N)OCc4ccccc4)sc3c2c1=O
CHEMBL453133,5.85,CCn1cnc2ccc3nc(C(=N)OCCc4ccccc4)sc3c2c1=O
CHEMBL454126,5.28,CC(C)OC(=N)c1nc2ccc3ncn(C(C)C)c(=O)c3c2s1
CHEMBL454130,,CCn1cnc2ccc3nc(C(=N)NCc4ccccc4)sc3c2c1=O
CHEMBL454617,5.41,CC[C@H](CO)Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1
CHEMBL455389,5.13,CC[C@H](CO)Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1
CHEMBL455641,4.55,CC[C@H](CO)Nc1nc(NCc2ccncc2)c2ncn(C(C)C)c2n1
CHEMBL456963,7.26,O=C(NC1CCCCC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F
CHEMBL457177,7.35,O=C(N[C@H]1CC[C@H](O)CC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F
CHEMBL457388,6.01,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F
CHEMBL457388,6.01,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F
CHEMBL458420,5.26,O=C(Nc1ccccc1)Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1
CHEMBL458421,6.54,O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)Nc1c(F)cccc1F
CHEMBL460940,,CS(=O)(=O)NC(=O)CCn1c2ccc(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O
CHEMBL461739,5.05,CC(C)n1cnc2ccc3nc(C(=N)NCc4ccccc4)sc3c2c1=O
CHEMBL462011,5.89,CN(C)CCNC(=O)CCn1c2ccc(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O
CHEMBL467591,,O=[N+]([O-])c1ccc(CNc2nc(NCc3cccc(C(F)(F)F)c3)nc3[nH]cnc23)cc1
CHEMBL471329,,O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1c2c2cc(O)ccc2n1CCCc1nnn[nH]1
CHEMBL472542,,NC(=O)CCn1c2ccc(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O
CHEMBL476124,,NC(=O)c1sc2c([N+](=O)[O-])cc(C(F)(F)F)cc2[n+]1[O-]
CHEMBL476236,,O=C1c2[nH]cc(-c3ccc(Cl)cc3)c2-n2cccc21
CHEMBL476541,4.8,CN(C)Cc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc12
CHEMBL476726,5.91,O=c1cc(-c2ccccc2)oc2c(CN3CCCC3)c(O)c(O)c(O)c12
CHEMBL476727,5.89,O=c1cc(-c2ccccc2)oc2c(CN3CCCCC3)c(O)c(O)c(O)c12
CHEMBL476851,5.05,COc1ccc(-c2c[nH]c3c2-n2cccc2/C3=N/O)cc1OCc1ccccc1
CHEMBL476907,,CC1CN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(I)cc43)cc2)CCN1C
CHEMBL477063,4.83,COc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O
CHEMBL477064,4.6,CCCOc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O
CHEMBL477073,,C[C@H]1CN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(I)cc43)cc2)C[C@@H](C)N1C
CHEMBL477077,,C[C@H]1CN(C)[C@H](C)CN1c1ccc(N/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1
CHEMBL477155,,COc1cc(O)c(C(=O)/C=C/c2ccccc2)cc1CN1CCCCC1
CHEMBL477259,5.51,CCCOc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(C4CCCC4)cc32)cc1O
CHEMBL477770,5.98,CN(C)Cc1c(O)c(O)c(O)c2c(=O)cc(-c3ccccc3)oc12
CHEMBL477817,,Cc1c(Nc2c(C#N)cnc3sc(/C=C/C(=O)N4CCCC4)cc23)ccc2[nH]ccc12
CHEMBL477860,,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccncc2)c(O)c1
CHEMBL477861,,CCCOc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O
CHEMBL477862,,COc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)nc1O
CHEMBL477863,5,CCCOc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)nc1O
CHEMBL477877,,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccco2)c(O)c1
CHEMBL478487,,Cc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O
CHEMBL478488,4.32,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccccc2)c(O)c1
CHEMBL478832,6.42,O=c1cc(-c2ccccc2)oc2c(CN3CCSCC3)c(O)c(O)c(O)c12
CHEMBL478849,4.73,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(CN3CCCCC3)c(O)cc(O)c12
CHEMBL478850,,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(CN3CCOCC3)c(O)cc(O)c12
CHEMBL479040,6.57,CN1CCN(Cc2c(O)c(O)c(O)c3c(=O)cc(-c4ccccc4)oc23)CC1
CHEMBL479254,,COc1cc(O)c(C(=O)/C=C/c2ccccc2)cc1CN1CCOCC1
CHEMBL479255,,COc1cc(O)c(C(=O)/C=C/c2ccccc2)cc1CN1CCN(C)CC1
CHEMBL482678,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccccc43)cc2)CC1
CHEMBL482679,,O=C1NC(=O)c2ccccc2/C1=C/Nc1ccc(N2CCOCC2)cc1
CHEMBL482883,,O=C1NC(=O)c2ccccc2/C1=C/Nc1ccc(CN2CCOCC2)cc1
CHEMBL482918,,O=C1NC(=O)c2ccc(-c3ccc(O)cc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL482919,,COc1cccc(-c2ccc3c(c2)/C(=C/Nc2ccc(CN4CCCCC4)cc2)C(=O)NC3=O)c1
CHEMBL483081,4.51,CN1CCN(c2ncc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccoc5)cc43)cn2)CC1
CHEMBL483514,,O=C1NC(=O)c2ccc(-c3ccc(Cl)cc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL483530,,COc1ccc(-c2ccc3c(c2)/C(=C/Nc2ccc(CN4CCCCC4)cc2)C(=O)NC3=O)cc1
CHEMBL483535,4.8,N#Cc1ccc2c(c1)/C(=C/Nc1ccc(CN3CCCCC3)cc1)C(=O)NC2=O
CHEMBL483728,,C[C@H]1CN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(I)cc43)cc2)C[C@@H](C)N1
CHEMBL484274,,CCOc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O
CHEMBL484288,,COc1ccc2c(c1)/C(=C/Nc1ccc(CN3CCCCC3)cc1)C(=O)NC2=O
CHEMBL484477,,COc1cc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc(O)c1OC
CHEMBL485502,4.37,CCCOc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O
CHEMBL485503,,COCCOc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O
CHEMBL485818,4.84,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O
CHEMBL485877,,O=C1NC(=O)c2ccc(N3CCOCC3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL485878,,CN1CCN(c2ccc3c(c2)/C(=C/Nc2ccc(CN4CCCCC4)cc2)C(=O)NC3=O)CC1
CHEMBL485892,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(N5CCCCC5)cc43)cc2)CC1
CHEMBL486091,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccsc5)cc43)cc2)CC1
CHEMBL486284,,O=C1NC(=O)c2ccccc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL486285,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4cc(Br)ccc43)cc2)CC1
CHEMBL486286,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(Br)cc43)cc2)CC1
CHEMBL486301,,O=C1NC(=O)c2ccc(Cl)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL486302,,O=C1NC(=O)c2ccc(I)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL486487,,CN(C)C(=O)c1ccc2c(c1)/C(=C/Nc1ccc(CN3CCCCC3)cc1)C(=O)NC2=O
CHEMBL486497,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccoc5)cc43)cn2)CC1
CHEMBL486711,,O=C1NC(=O)c2ccc(-c3ccsc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
